"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2016","Slovakia","From 50 to 64 years","Males","Median equivalised net income","Euro","7,611",""
"2016","Slovakia","From 50 to 64 years","Females","Median equivalised net income","Euro","7,598",""
"2016","Slovakia","65 years or over","Total","Median equivalised net income","Euro","6,500",""
"2016","Slovakia","65 years or over","Males","Median equivalised net income","Euro","6,699",""
"2016","Slovakia","65 years or over","Females","Median equivalised net income","Euro","6,347",""
"2016","Finland","Total","Total","Median equivalised net income","Euro","23,650",""
"2016","Finland","Total","Males","Median equivalised net income","Euro","24,221",""
"2016","Finland","Total","Females","Median equivalised net income","Euro","23,225",""
"2016","Finland","Less than 18 years","Total","Median equivalised net income","Euro","23,253",""
"2016","Finland","Less than 18 years","Males","Median equivalised net income","Euro","23,193",""
"2016","Finland","Less than 18 years","Females","Median equivalised net income","Euro","23,291",""
"2016","Finland","From 18 to 24 years","Total","Median equivalised net income","Euro","19,337",""
"2016","Finland","From 18 to 24 years","Males","Median equivalised net income","Euro","19,531",""
"2016","Finland","From 18 to 24 years","Females","Median equivalised net income","Euro","19,093",""
"2016","Finland","From 25 to 49 years","Total","Median equivalised net income","Euro","25,372",""
"2016","Finland","From 25 to 49 years","Males","Median equivalised net income","Euro","25,357",""
"2016","Finland","From 25 to 49 years","Females","Median equivalised net income","Euro","25,390",""
"2016","Finland","From 50 to 64 years","Total","Median equivalised net income","Euro","27,699",""
"2016","Finland","From 50 to 64 years","Males","Median equivalised net income","Euro","27,930",""
"2016","Finland","From 50 to 64 years","Females","Median equivalised net income","Euro","27,364",""
"2016","Finland","65 years or over","Total","Median equivalised net income","Euro","20,440",""
"2016","Finland","65 years or over","Males","Median equivalised net income","Euro","21,910",""
"2016","Finland","65 years or over","Females","Median equivalised net income","Euro","19,400",""
"2016","Sweden","Total","Total","Median equivalised net income","Euro","25,164",""
"2016","Sweden","Total","Males","Median equivalised net income","Euro","25,690",""
"2016","Sweden","Total","Females","Median equivalised net income","Euro","24,471",""
"2016","Sweden","Less than 18 years","Total","Median equivalised net income","Euro","23,950",""
"2016","Sweden","Less than 18 years","Males","Median equivalised net income","Euro","24,425",""
"2016","Sweden","Less than 18 years","Females","Median equivalised net income","Euro","23,602",""
"2016","Sweden","From 18 to 24 years","Total","Median equivalised net income","Euro","21,483",""
"2016","Sweden","From 18 to 24 years","Males","Median equivalised net income","Euro","21,232",""
"2016","Sweden","From 18 to 24 years","Females","Median equivalised net income","Euro","22,010",""
"2016","Sweden","From 25 to 49 years","Total","Median equivalised net income","Euro","26,494",""
"2016","Sweden","From 25 to 49 years","Males","Median equivalised net income","Euro","26,690",""
"2016","Sweden","From 25 to 49 years","Females","Median equivalised net income","Euro","26,255",""
"2016","Sweden","From 50 to 64 years","Total","Median equivalised net income","Euro","32,043",""
"2016","Sweden","From 50 to 64 years","Males","Median equivalised net income","Euro","32,485",""
"2016","Sweden","From 50 to 64 years","Females","Median equivalised net income","Euro","31,374",""
"2016","Sweden","65 years or over","Total","Median equivalised net income","Euro","20,376",""
"2016","Sweden","65 years or over","Males","Median equivalised net income","Euro","22,227",""
"2016","Sweden","65 years or over","Females","Median equivalised net income","Euro","18,708",""
"2016","United Kingdom","Total","Total","Median equivalised net income","Euro","21,136",""
"2016","United Kingdom","Total","Males","Median equivalised net income","Euro","21,549",""
"2016","United Kingdom","Total","Females","Median equivalised net income","Euro","20,706",""
"2016","United Kingdom","Less than 18 years","Total","Median equivalised net income","Euro","18,465",""
"2016","United Kingdom","Less than 18 years","Males","Median equivalised net income","Euro","18,586",""
"2016","United Kingdom","Less than 18 years","Females","Median equivalised net income","Euro","18,378",""
"2016","United Kingdom","From 18 to 24 years","Total","Median equivalised net income","Euro","20,137",""
"2016","United Kingdom","From 18 to 24 years","Males","Median equivalised net income","Euro","20,784",""
"2016","United Kingdom","From 18 to 24 years","Females","Median equivalised net income","Euro","18,957",""
"2016","United Kingdom","From 25 to 49 years","Total","Median equivalised net income","Euro","23,339",""
"2016","United Kingdom","From 25 to 49 years","Males","Median equivalised net income","Euro","24,100",""
"2016","United Kingdom","From 25 to 49 years","Females","Median equivalised net income","Euro","22,529",""
"2016","United Kingdom","From 50 to 64 years","Total","Median equivalised net income","Euro","23,480",""
"2016","United Kingdom","From 50 to 64 years","Males","Median equivalised net income","Euro","23,463",""
"2016","United Kingdom","From 50 to 64 years","Females","Median equivalised net income","Euro","23,567",""
"2016","United Kingdom","65 years or over","Total","Median equivalised net income","Euro","19,163",""
"2016","United Kingdom","65 years or over","Males","Median equivalised net income","Euro","19,838",""
"2016","United Kingdom","65 years or over","Females","Median equivalised net income","Euro","18,422",""
"2016","Iceland","Total","Total","Median equivalised net income","Euro","28,393",""
"2016","Iceland","Total","Males","Median equivalised net income","Euro","28,532",""
"2016","Iceland","Total","Females","Median equivalised net income","Euro","28,271",""
"2016","Iceland","Less than 18 years","Total","Median equivalised net income","Euro","26,065",""
"2016","Iceland","Less than 18 years","Males","Median equivalised net income","Euro","25,780",""
"2016","Iceland","Less than 18 years","Females","Median equivalised net income","Euro","26,196",""
"2016","Iceland","From 18 to 24 years","Total","Median equivalised net income","Euro","30,634",""
"2016","Iceland","From 18 to 24 years","Males","Median equivalised net income","Euro","30,479",""
"2016","Iceland","From 18 to 24 years","Females","Median equivalised net income","Euro","30,785",""
"2016","Iceland","From 25 to 49 years","Total","Median equivalised net income","Euro","27,991",""
"2016","Iceland","From 25 to 49 years","Males","Median equivalised net income","Euro","28,262",""
"2016","Iceland","From 25 to 49 years","Females","Median equivalised net income","Euro","27,663",""
"2016","Iceland","From 50 to 64 years","Total","Median equivalised net income","Euro","34,806",""
"2016","Iceland","From 50 to 64 years","Males","Median equivalised net income","Euro","34,987",""
"2016","Iceland","From 50 to 64 years","Females","Median equivalised net income","Euro","34,588",""
"2016","Iceland","65 years or over","Total","Median equivalised net income","Euro","26,491",""
"2016","Iceland","65 years or over","Males","Median equivalised net income","Euro","27,666",""
"2016","Iceland","65 years or over","Females","Median equivalised net income","Euro","25,559",""
"2016","Norway","Total","Total","Median equivalised net income","Euro","39,573",""
"2016","Norway","Total","Males","Median equivalised net income","Euro","40,490",""
"2016","Norway","Total","Females","Median equivalised net income","Euro","38,627",""
"2016","Norway","Less than 18 years","Total","Median equivalised net income","Euro","37,497",""
"2016","Norway","Less than 18 years","Males","Median equivalised net income","Euro","37,201",""
"2016","Norway","Less than 18 years","Females","Median equivalised net income","Euro","37,870",""
"2016","Norway","From 18 to 24 years","Total","Median equivalised net income","Euro","29,847",""
"2016","Norway","From 18 to 24 years","Males","Median equivalised net income","Euro","33,384",""
"2016","Norway","From 18 to 24 years","Females","Median equivalised net income","Euro","27,174",""
"2016","Norway","From 25 to 49 years","Total","Median equivalised net income","Euro","40,681",""
"2016","Norway","From 25 to 49 years","Males","Median equivalised net income","Euro","41,565",""
"2016","Norway","From 25 to 49 years","Females","Median equivalised net income","Euro","39,943",""
"2016","Norway","From 50 to 64 years","Total","Median equivalised net income","Euro","47,841",""
"2016","Norway","From 50 to 64 years","Males","Median equivalised net income","Euro","48,893",""
"2016","Norway","From 50 to 64 years","Females","Median equivalised net income","Euro","46,914",""
"2016","Norway","65 years or over","Total","Median equivalised net income","Euro","36,788",""
"2016","Norway","65 years or over","Males","Median equivalised net income","Euro","39,159",""
"2016","Norway","65 years or over","Females","Median equivalised net income","Euro","34,285",""
"2016","Switzerland","Total","Total","Median equivalised net income","Euro","44,253",""
"2016","Switzerland","Total","Males","Median equivalised net income","Euro","45,521",""
"2016","Switzerland","Total","Females","Median equivalised net income","Euro","43,091",""
"2016","Switzerland","Less than 18 years","Total","Median equivalised net income","Euro","39,230",""
"2016","Switzerland","Less than 18 years","Males","Median equivalised net income","Euro","39,242",""
"2016","Switzerland","Less than 18 years","Females","Median equivalised net income","Euro","39,149",""
"2016","Switzerland","From 18 to 24 years","Total","Median equivalised net income","Euro","43,000",""
"2016","Switzerland","From 18 to 24 years","Males","Median equivalised net income","Euro","43,151",""
"2016","Switzerland","From 18 to 24 years","Females","Median equivalised net income","Euro","42,663",""
"2016","Switzerland","From 25 to 49 years","Total","Median equivalised net income","Euro","47,099",""
"2016","Switzerland","From 25 to 49 years","Males","Median equivalised net income","Euro","47,947",""
"2016","Switzerland","From 25 to 49 years","Females","Median equivalised net income","Euro","46,157",""
"2016","Switzerland","From 50 to 64 years","Total","Median equivalised net income","Euro","50,858",""
"2016","Switzerland","From 50 to 64 years","Males","Median equivalised net income","Euro","51,885",""
"2016","Switzerland","From 50 to 64 years","Females","Median equivalised net income","Euro","49,753",""
"2016","Switzerland","65 years or over","Total","Median equivalised net income","Euro","37,459",""
"2016","Switzerland","65 years or over","Males","Median equivalised net income","Euro","40,295",""
"2016","Switzerland","65 years or over","Females","Median equivalised net income","Euro","35,315",""
"2016","Montenegro","Total","Total","Median equivalised net income","Euro","3,200",""
"2016","Montenegro","Total","Males","Median equivalised net income","Euro","3,217",""
"2016","Montenegro","Total","Females","Median equivalised net income","Euro","3,199",""
"2016","Montenegro","Less than 18 years","Total","Median equivalised net income","Euro","2,683",""
"2016","Montenegro","Less than 18 years","Males","Median equivalised net income","Euro","2,719",""
"2016","Montenegro","Less than 18 years","Females","Median equivalised net income","Euro","2,677",""
"2016","Montenegro","From 18 to 24 years","Total","Median equivalised net income","Euro","3,000",""
"2016","Montenegro","From 18 to 24 years","Males","Median equivalised net income","Euro","3,062",""
"2016","Montenegro","From 18 to 24 years","Females","Median equivalised net income","Euro","2,870",""
"2016","Montenegro","From 25 to 49 years","Total","Median equivalised net income","Euro","3,395",""
"2016","Montenegro","From 25 to 49 years","Males","Median equivalised net income","Euro","3,440",""
"2016","Montenegro","From 25 to 49 years","Females","Median equivalised net income","Euro","3,327",""
"2016","Montenegro","From 50 to 64 years","Total","Median equivalised net income","Euro","3,514",""
"2016","Montenegro","From 50 to 64 years","Males","Median equivalised net income","Euro","3,383",""
"2016","Montenegro","From 50 to 64 years","Females","Median equivalised net income","Euro","3,600",""
"2016","Montenegro","65 years or over","Total","Median equivalised net income","Euro","3,480",""
"2016","Montenegro","65 years or over","Males","Median equivalised net income","Euro","3,667",""
"2016","Montenegro","65 years or over","Females","Median equivalised net income","Euro","3,336",""
"2016","North Macedonia","Total","Total","Median equivalised net income","Euro","2,233",""
"2016","North Macedonia","Total","Males","Median equivalised net income","Euro","2,255",""
"2016","North Macedonia","Total","Females","Median equivalised net income","Euro","2,226",""
"2016","North Macedonia","Less than 18 years","Total","Median equivalised net income","Euro","1,913",""
"2016","North Macedonia","Less than 18 years","Males","Median equivalised net income","Euro","1,868",""
"2016","North Macedonia","Less than 18 years","Females","Median equivalised net income","Euro","1,938",""
"2016","North Macedonia","From 18 to 24 years","Total","Median equivalised net income","Euro","2,139",""
"2016","North Macedonia","From 18 to 24 years","Males","Median equivalised net income","Euro","2,158",""
"2016","North Macedonia","From 18 to 24 years","Females","Median equivalised net income","Euro","2,118",""
"2016","North Macedonia","From 25 to 49 years","Total","Median equivalised net income","Euro","2,272",""
"2016","North Macedonia","From 25 to 49 years","Males","Median equivalised net income","Euro","2,288",""
"2016","North Macedonia","From 25 to 49 years","Females","Median equivalised net income","Euro","2,258",""
"2016","North Macedonia","From 50 to 64 years","Total","Median equivalised net income","Euro","2,513",""
"2016","North Macedonia","From 50 to 64 years","Males","Median equivalised net income","Euro","2,496",""
"2016","North Macedonia","From 50 to 64 years","Females","Median equivalised net income","Euro","2,529",""
"2016","North Macedonia","65 years or over","Total","Median equivalised net income","Euro","2,486",""
"2016","North Macedonia","65 years or over","Males","Median equivalised net income","Euro","2,633",""
"2016","North Macedonia","65 years or over","Females","Median equivalised net income","Euro","2,326",""
"2016","Serbia","Total","Total","Median equivalised net income","Euro","2,432",""
"2016","Serbia","Total","Males","Median equivalised net income","Euro","2,447",""
"2016","Serbia","Total","Females","Median equivalised net income","Euro","2,416",""
"2016","Serbia","Less than 18 years","Total","Median equivalised net income","Euro","2,236",""
"2016","Serbia","Less than 18 years","Males","Median equivalised net income","Euro","2,267",""
"2016","Serbia","Less than 18 years","Females","Median equivalised net income","Euro","2,212",""
"2016","Serbia","From 18 to 24 years","Total","Median equivalised net income","Euro","2,096",""
"2016","Serbia","From 18 to 24 years","Males","Median equivalised net income","Euro","2,120",""
"2016","Serbia","From 18 to 24 years","Females","Median equivalised net income","Euro","2,051",""
"2016","Serbia","From 25 to 49 years","Total","Median equivalised net income","Euro","2,518",""
"2016","Serbia","From 25 to 49 years","Males","Median equivalised net income","Euro","2,518",""
"2016","Serbia","From 25 to 49 years","Females","Median equivalised net income","Euro","2,518",""
"2016","Serbia","From 50 to 64 years","Total","Median equivalised net income","Euro","2,435",""
"2016","Serbia","From 50 to 64 years","Males","Median equivalised net income","Euro","2,319",""
"2016","Serbia","From 50 to 64 years","Females","Median equivalised net income","Euro","2,551",""
"2016","Serbia","65 years or over","Total","Median equivalised net income","Euro","2,584",""
"2016","Serbia","65 years or over","Males","Median equivalised net income","Euro","2,783",""
"2016","Serbia","65 years or over","Females","Median equivalised net income","Euro","2,385",""
"2016","Turkey","Total","Total","Median equivalised net income","Euro","3,752",""
"2016","Turkey","Total","Males","Median equivalised net income","Euro","3,798",""
"2016","Turkey","Total","Females","Median equivalised net income","Euro","3,703",""
"2016","Turkey","Less than 18 years","Total","Median equivalised net income","Euro","2,991",""
"2016","Turkey","Less than 18 years","Males","Median equivalised net income","Euro","3,015",""
"2016","Turkey","Less than 18 years","Females","Median equivalised net income","Euro","2,958",""
"2016","Turkey","From 18 to 24 years","Total","Median equivalised net income","Euro","3,533",""
"2016","Turkey","From 18 to 24 years","Males","Median equivalised net income","Euro","3,713",""
"2016","Turkey","From 18 to 24 years","Females","Median equivalised net income","Euro","3,424",""
"2016","Turkey","From 25 to 49 years","Total","Median equivalised net income","Euro","4,081",""
"2016","Turkey","From 25 to 49 years","Males","Median equivalised net income","Euro","4,104",""
"2016","Turkey","From 25 to 49 years","Females","Median equivalised net income","Euro","4,059",""
"2016","Turkey","From 50 to 64 years","Total","Median equivalised net income","Euro","4,567",""
"2016","Turkey","From 50 to 64 years","Males","Median equivalised net income","Euro","4,680",""
"2016","Turkey","From 50 to 64 years","Females","Median equivalised net income","Euro","4,443",""
"2016","Turkey","65 years or over","Total","Median equivalised net income","Euro","3,841",""
"2016","Turkey","65 years or over","Males","Median equivalised net income","Euro","3,917",""
"2016","Turkey","65 years or over","Females","Median equivalised net income","Euro","3,773",""
"2017","European Union - 28 countries (2013-2020)","Total","Total","Median equivalised net income","Euro","16,894",""
"2017","European Union - 28 countries (2013-2020)","Total","Males","Median equivalised net income","Euro","17,294",""
"2017","European Union - 28 countries (2013-2020)","Total","Females","Median equivalised net income","Euro","16,519",""
"2017","European Union - 28 countries (2013-2020)","Less than 18 years","Total","Median equivalised net income","Euro","15,874",""
"2017","European Union - 28 countries (2013-2020)","Less than 18 years","Males","Median equivalised net income","Euro","15,863",""
"2017","European Union - 28 countries (2013-2020)","Less than 18 years","Females","Median equivalised net income","Euro","15,905",""
"2017","European Union - 28 countries (2013-2020)","From 18 to 24 years","Total","Median equivalised net income","Euro","15,685",""
"2017","European Union - 28 countries (2013-2020)","From 18 to 24 years","Males","Median equivalised net income","Euro","15,979",""
"2017","European Union - 28 countries (2013-2020)","From 18 to 24 years","Females","Median equivalised net income","Euro","15,440",""
"2017","European Union - 28 countries (2013-2020)","From 25 to 49 years","Total","Median equivalised net income","Euro","17,489",""
"2017","European Union - 28 countries (2013-2020)","From 25 to 49 years","Males","Median equivalised net income","Euro","17,835",""
"2017","European Union - 28 countries (2013-2020)","From 25 to 49 years","Females","Median equivalised net income","Euro","17,168",""
"2017","European Union - 28 countries (2013-2020)","From 50 to 64 years","Total","Median equivalised net income","Euro","18,759",""
"2017","European Union - 28 countries (2013-2020)","From 50 to 64 years","Males","Median equivalised net income","Euro","19,084",""
"2017","European Union - 28 countries (2013-2020)","From 50 to 64 years","Females","Median equivalised net income","Euro","18,483",""
"2017","European Union - 28 countries (2013-2020)","65 years or over","Total","Median equivalised net income","Euro","15,836",""
"2017","European Union - 28 countries (2013-2020)","65 years or over","Males","Median equivalised net income","Euro","16,861",""
"2017","European Union - 28 countries (2013-2020)","65 years or over","Females","Median equivalised net income","Euro","15,044",""
"2017","Belgium","Total","Total","Median equivalised net income","Euro","22,784",""
"2017","Belgium","Total","Males","Median equivalised net income","Euro","23,460",""
"2017","Belgium","Total","Females","Median equivalised net income","Euro","22,005",""
"2017","Belgium","Less than 18 years","Total","Median equivalised net income","Euro","22,812",""
"2017","Belgium","Less than 18 years","Males","Median equivalised net income","Euro","22,859",""
"2017","Belgium","Less than 18 years","Females","Median equivalised net income","Euro","22,766",""
"2017","Belgium","From 18 to 24 years","Total","Median equivalised net income","Euro","21,168",""
"2017","Belgium","From 18 to 24 years","Males","Median equivalised net income","Euro","21,802",""
"2017","Belgium","From 18 to 24 years","Females","Median equivalised net income","Euro","20,464",""
"2017","Belgium","From 25 to 49 years","Total","Median equivalised net income","Euro","25,202",""
"2017","Belgium","From 25 to 49 years","Males","Median equivalised net income","Euro","25,658",""
"2017","Belgium","From 25 to 49 years","Females","Median equivalised net income","Euro","24,694",""
"2017","Belgium","From 50 to 64 years","Total","Median equivalised net income","Euro","24,169",""
"2017","Belgium","From 50 to 64 years","Males","Median equivalised net income","Euro","24,843",""
"2017","Belgium","From 50 to 64 years","Females","Median equivalised net income","Euro","23,548",""
"2017","Belgium","65 years or over","Total","Median equivalised net income","Euro","18,826",""
"2017","Belgium","65 years or over","Males","Median equivalised net income","Euro","19,652",""
"2017","Belgium","65 years or over","Females","Median equivalised net income","Euro","18,020",""
"2017","Bulgaria","Total","Total","Median equivalised net income","Euro","3,590",""
"2017","Bulgaria","Total","Males","Median equivalised net income","Euro","3,704",""
"2017","Bulgaria","Total","Females","Median equivalised net income","Euro","3,480",""
"2017","Bulgaria","Less than 18 years","Total","Median equivalised net income","Euro","3,217",""
"2017","Bulgaria","Less than 18 years","Males","Median equivalised net income","Euro","3,213",""
"2017","Bulgaria","Less than 18 years","Females","Median equivalised net income","Euro","3,224",""
"2017","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","Euro","3,503",""
"2017","Bulgaria","From 18 to 24 years","Males","Median equivalised net income","Euro","3,479",""
"2017","Bulgaria","From 18 to 24 years","Females","Median equivalised net income","Euro","3,537",""
"2017","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","Euro","4,055",""
"2017","Bulgaria","From 25 to 49 years","Males","Median equivalised net income","Euro","4,044",""
"2017","Bulgaria","From 25 to 49 years","Females","Median equivalised net income","Euro","4,056",""
"2017","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","Euro","4,303",""
"2017","Bulgaria","From 50 to 64 years","Males","Median equivalised net income","Euro","4,342",""
"2017","Bulgaria","From 50 to 64 years","Females","Median equivalised net income","Euro","4,273",""
"2017","Bulgaria","65 years or over","Total","Median equivalised net income","Euro","2,752",""
"2017","Bulgaria","65 years or over","Males","Median equivalised net income","Euro","3,041",""
"2017","Bulgaria","65 years or over","Females","Median equivalised net income","Euro","2,506",""
"2017","Czechia","Total","Total","Median equivalised net income","Euro","8,282",""
"2017","Czechia","Total","Males","Median equivalised net income","Euro","8,524",""
"2017","Czechia","Total","Females","Median equivalised net income","Euro","8,106",""
"2017","Czechia","Less than 18 years","Total","Median equivalised net income","Euro","8,221",""
"2017","Czechia","Less than 18 years","Males","Median equivalised net income","Euro","8,238",""
"2017","Czechia","Less than 18 years","Females","Median equivalised net income","Euro","8,209",""
"2017","Czechia","From 18 to 24 years","Total","Median equivalised net income","Euro","8,324",""
"2017","Czechia","From 18 to 24 years","Males","Median equivalised net income","Euro","8,550",""
"2017","Czechia","From 18 to 24 years","Females","Median equivalised net income","Euro","8,119",""
"2017","Czechia","From 25 to 49 years","Total","Median equivalised net income","Euro","9,147",""
"2017","Czechia","From 25 to 49 years","Males","Median equivalised net income","Euro","9,319",""
"2017","Czechia","From 25 to 49 years","Females","Median equivalised net income","Euro","8,942",""
"2017","Czechia","From 50 to 64 years","Total","Median equivalised net income","Euro","8,942",""
"2017","Czechia","From 50 to 64 years","Males","Median equivalised net income","Euro","9,228",""
"2017","Czechia","From 50 to 64 years","Females","Median equivalised net income","Euro","8,688",""
"2017","Czechia","65 years or over","Total","Median equivalised net income","Euro","6,728",""
"2017","Czechia","65 years or over","Males","Median equivalised net income","Euro","7,050",""
"2017","Czechia","65 years or over","Females","Median equivalised net income","Euro","6,557",""
"2017","Denmark","Total","Total","Median equivalised net income","Euro","29,383",""
"2017","Denmark","Total","Males","Median equivalised net income","Euro","29,554",""
"2017","Denmark","Total","Females","Median equivalised net income","Euro","29,250",""
"2017","Denmark","Less than 18 years","Total","Median equivalised net income","Euro","30,315",""
"2017","Denmark","Less than 18 years","Males","Median equivalised net income","Euro","29,638",""
"2017","Denmark","Less than 18 years","Females","Median equivalised net income","Euro","30,696",""
"2017","Denmark","From 18 to 24 years","Total","Median equivalised net income","Euro","21,197",""
"2017","Denmark","From 18 to 24 years","Males","Median equivalised net income","Euro","22,975",""
"2017","Denmark","From 18 to 24 years","Females","Median equivalised net income","Euro","18,971",""
"2017","Denmark","From 25 to 49 years","Total","Median equivalised net income","Euro","31,431",""
"2017","Denmark","From 25 to 49 years","Males","Median equivalised net income","Euro","31,428",""
"2017","Denmark","From 25 to 49 years","Females","Median equivalised net income","Euro","31,448",""
"2017","Denmark","From 50 to 64 years","Total","Median equivalised net income","Euro","35,286",""
"2017","Denmark","From 50 to 64 years","Males","Median equivalised net income","Euro","35,798",""
"2017","Denmark","From 50 to 64 years","Females","Median equivalised net income","Euro","34,860",""
"2017","Denmark","65 years or over","Total","Median equivalised net income","Euro","23,871",""
"2017","Denmark","65 years or over","Males","Median equivalised net income","Euro","24,522",""
"2017","Denmark","65 years or over","Females","Median equivalised net income","Euro","23,489",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Total","Median equivalised net income","Euro","21,920",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Males","Median equivalised net income","Euro","22,472",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Females","Median equivalised net income","Euro","21,316",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 18 years","Total","Median equivalised net income","Euro","20,943",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 18 years","Males","Median equivalised net income","Euro","21,010",""
"2017","Germany (until 1990 former territory of the FRG)","Less than 18 years","Females","Median equivalised net income","Euro","20,851",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Total","Median equivalised net income","Euro","20,109",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Males","Median equivalised net income","Euro","21,721",""
"2017","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Females","Median equivalised net income","Euro","18,772",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Total","Median equivalised net income","Euro","23,459",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Males","Median equivalised net income","Euro","23,981",""
"2017","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Females","Median equivalised net income","Euro","23,016",""
"2017","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Total","Median equivalised net income","Euro","24,107",""
"2017","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Males","Median equivalised net income","Euro","24,856",""
"2017","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Females","Median equivalised net income","Euro","23,568",""
"2017","Germany (until 1990 former territory of the FRG)","65 years or over","Total","Median equivalised net income","Euro","19,267",""
"2017","Germany (until 1990 former territory of the FRG)","65 years or over","Males","Median equivalised net income","Euro","19,949",""
"2017","Germany (until 1990 former territory of the FRG)","65 years or over","Females","Median equivalised net income","Euro","18,723",""
"2017","Estonia","Total","Total","Median equivalised net income","Euro","9,384",""
"2017","Estonia","Total","Males","Median equivalised net income","Euro","9,858",""
"2017","Estonia","Total","Females","Median equivalised net income","Euro","9,089",""
"2017","Estonia","Less than 18 years","Total","Median equivalised net income","Euro","9,728",""
"2017","Estonia","Less than 18 years","Males","Median equivalised net income","Euro","9,488",""
"2017","Estonia","Less than 18 years","Females","Median equivalised net income","Euro","9,907",""
"2017","Estonia","From 18 to 24 years","Total","Median equivalised net income","Euro","9,209",""
"2017","Estonia","From 18 to 24 years","Males","Median equivalised net income","Euro","9,516",""
"2017","Estonia","From 18 to 24 years","Females","Median equivalised net income","Euro","8,743",""
"2017","Estonia","From 25 to 49 years","Total","Median equivalised net income","Euro","11,121",""
"2017","Estonia","From 25 to 49 years","Males","Median equivalised net income","Euro","11,032",""
"2017","Estonia","From 25 to 49 years","Females","Median equivalised net income","Euro","11,166",""
"2017","Estonia","From 50 to 64 years","Total","Median equivalised net income","Euro","10,192",""
"2017","Estonia","From 50 to 64 years","Males","Median equivalised net income","Euro","10,335",""
"2017","Estonia","From 50 to 64 years","Females","Median equivalised net income","Euro","10,084",""
"2017","Estonia","65 years or over","Total","Median equivalised net income","Euro","6,144",""
"2017","Estonia","65 years or over","Males","Median equivalised net income","Euro","6,592",""
"2017","Estonia","65 years or over","Females","Median equivalised net income","Euro","5,776",""
"2017","Ireland","Total","Total","Median equivalised net income","Euro","22,879",""
"2017","Ireland","Total","Males","Median equivalised net income","Euro","23,242",""
"2017","Ireland","Total","Females","Median equivalised net income","Euro","22,475",""
"2017","Ireland","Less than 18 years","Total","Median equivalised net income","Euro","21,300",""
"2017","Ireland","Less than 18 years","Males","Median equivalised net income","Euro","21,258",""
"2017","Ireland","Less than 18 years","Females","Median equivalised net income","Euro","21,419",""
"2017","Ireland","From 18 to 24 years","Total","Median equivalised net income","Euro","20,360",""
"2017","Ireland","From 18 to 24 years","Males","Median equivalised net income","Euro","21,419",""
"2017","Ireland","From 18 to 24 years","Females","Median equivalised net income","Euro","19,161",""
"2017","Ireland","From 25 to 49 years","Total","Median equivalised net income","Euro","25,432",""
"2017","Ireland","From 25 to 49 years","Males","Median equivalised net income","Euro","26,163",""
"2017","Ireland","From 25 to 49 years","Females","Median equivalised net income","Euro","24,824",""
"2017","Ireland","From 50 to 64 years","Total","Median equivalised net income","Euro","24,853",""
"2017","Ireland","From 50 to 64 years","Males","Median equivalised net income","Euro","24,393",""
"2017","Ireland","From 50 to 64 years","Females","Median equivalised net income","Euro","25,094",""
"2017","Ireland","65 years or over","Total","Median equivalised net income","Euro","19,790",""
"2017","Ireland","65 years or over","Males","Median equivalised net income","Euro","20,721",""
"2017","Ireland","65 years or over","Females","Median equivalised net income","Euro","19,030",""
"2017","Greece","Total","Total","Median equivalised net income","Euro","7,600",""
"2017","Greece","Total","Males","Median equivalised net income","Euro","7,689",""
"2017","Greece","Total","Females","Median equivalised net income","Euro","7,543",""
"2017","Greece","Less than 18 years","Total","Median equivalised net income","Euro","6,938",""
"2017","Greece","Less than 18 years","Males","Median equivalised net income","Euro","6,938",""
"2017","Greece","Less than 18 years","Females","Median equivalised net income","Euro","6,944",""
"2017","Greece","From 18 to 24 years","Total","Median equivalised net income","Euro","6,694",""
"2017","Greece","From 18 to 24 years","Males","Median equivalised net income","Euro","6,691",""
"2017","Greece","From 18 to 24 years","Females","Median equivalised net income","Euro","6,750",""
"2017","Greece","From 25 to 49 years","Total","Median equivalised net income","Euro","7,656",""
"2017","Greece","From 25 to 49 years","Males","Median equivalised net income","Euro","7,753",""
"2017","Greece","From 25 to 49 years","Females","Median equivalised net income","Euro","7,575",""
"2017","Greece","From 50 to 64 years","Total","Median equivalised net income","Euro","8,150",""
"2017","Greece","From 50 to 64 years","Males","Median equivalised net income","Euro","8,118",""
"2017","Greece","From 50 to 64 years","Females","Median equivalised net income","Euro","8,176",""
